148141254,bot_3,0.05,370
148141254,bot_3,0.1,144
148141254,bot_3,0.15,144
148141254,bot_3,0.2,144
148141254,bot_3,0.25,144
148141254,bot_3,0.3,144
148141254,bot_3,0.35,362
148141254,bot_3,0.4,318
148141254,bot_3,0.45,372
148141254,bot_3,0.5,374
148141254,bot_3,0.6,374
148141254,bot_3,0.8,374
148141254,bot_3,1,370
646817389,bot_3,0.05,350
646817389,bot_3,0.1,338
646817389,bot_3,0.15,848
646817389,bot_3,0.2,348
646817389,bot_3,0.25,352
646817389,bot_3,0.3,1178
646817389,bot_3,0.35,1124
646817389,bot_3,0.4,1120
646817389,bot_3,0.45,1078
646817389,bot_3,0.5,1090
646817389,bot_3,0.6,1088
646817389,bot_3,0.8,1014
646817389,bot_3,1,1022
719771533,bot_3,0.05,396
719771533,bot_3,0.1,780
719771533,bot_3,0.15,366
719771533,bot_3,0.2,1074
719771533,bot_3,0.25,810
719771533,bot_3,0.3,834
719771533,bot_3,0.35,850
719771533,bot_3,0.4,818
719771533,bot_3,0.45,836
719771533,bot_3,0.5,804
719771533,bot_3,0.6,784
719771533,bot_3,0.8,784
719771533,bot_3,1,798
739615223,bot_3,0.05,588
739615223,bot_3,0.1,354
739615223,bot_3,0.15,354
739615223,bot_3,0.2,364
739615223,bot_3,0.25,356
739615223,bot_3,0.3,356
739615223,bot_3,0.35,650
739615223,bot_3,0.4,620
739615223,bot_3,0.45,620
739615223,bot_3,0.5,596
739615223,bot_3,0.6,596
739615223,bot_3,0.8,294
739615223,bot_3,1,134
505421851,bot_3,0.05,173
505421851,bot_3,0.1,137
505421851,bot_3,0.15,803
505421851,bot_3,0.2,677
505421851,bot_3,0.25,657
505421851,bot_3,0.3,983
505421851,bot_3,0.35,1043
505421851,bot_3,0.4,977
505421851,bot_3,0.45,3247
505421851,bot_3,0.5,2241
505421851,bot_3,0.6,3195
505421851,bot_3,0.8,3271
505421851,bot_3,1,3417
350318609,bot_3,0.05,564
350318609,bot_3,0.1,454
350318609,bot_3,0.15,428
350318609,bot_3,0.2,404
350318609,bot_3,0.25,402
350318609,bot_3,0.3,784
350318609,bot_3,0.35,802
350318609,bot_3,0.4,792
350318609,bot_3,0.45,808
350318609,bot_3,0.5,340
350318609,bot_3,0.6,340
350318609,bot_3,0.8,340
350318609,bot_3,1,330
558207114,bot_3,0.05,262
558207114,bot_3,0.1,158
558207114,bot_3,0.15,158
558207114,bot_3,0.2,100
558207114,bot_3,0.25,100
558207114,bot_3,0.3,100
558207114,bot_3,0.35,100
558207114,bot_3,0.4,100
558207114,bot_3,0.45,100
558207114,bot_3,0.5,100
558207114,bot_3,0.6,100
558207114,bot_3,0.8,144
558207114,bot_3,1,114
884296101,bot_3,0.05,114
884296101,bot_3,0.1,234
884296101,bot_3,0.15,124
884296101,bot_3,0.2,132
884296101,bot_3,0.25,132
884296101,bot_3,0.3,132
884296101,bot_3,0.35,132
884296101,bot_3,0.4,132
884296101,bot_3,0.45,132
884296101,bot_3,0.5,132
884296101,bot_3,0.6,132
884296101,bot_3,0.8,132
884296101,bot_3,1,132
167888565,bot_3,0.05,75
167888565,bot_3,0.1,67
167888565,bot_3,0.15,875
167888565,bot_3,0.2,859
167888565,bot_3,0.25,1805
167888565,bot_3,0.3,1839
167888565,bot_3,0.35,1767
167888565,bot_3,0.4,1739
167888565,bot_3,0.45,1689
167888565,bot_3,0.5,1579
167888565,bot_3,0.6,1809
167888565,bot_3,0.8,1747
167888565,bot_3,1,1907
281547917,bot_3,0.05,66
281547917,bot_3,0.1,58
281547917,bot_3,0.15,468
281547917,bot_3,0.2,740
281547917,bot_3,0.25,802
281547917,bot_3,0.3,780
281547917,bot_3,0.35,488
281547917,bot_3,0.4,514
281547917,bot_3,0.45,514
281547917,bot_3,0.5,454
281547917,bot_3,0.6,454
281547917,bot_3,0.8,450
281547917,bot_3,1,806
243870940,bot_3,0.05,966
243870940,bot_3,0.1,686
243870940,bot_3,0.15,890
243870940,bot_3,0.2,762
243870940,bot_3,0.25,772
243870940,bot_3,0.3,2678
243870940,bot_3,0.35,800
243870940,bot_3,0.4,802
243870940,bot_3,0.45,1564
243870940,bot_3,0.5,1576
243870940,bot_3,0.6,1572
243870940,bot_3,0.8,1606
243870940,bot_3,1,1556
818245675,bot_3,0.05,635
818245675,bot_3,0.1,287
818245675,bot_3,0.15,237
818245675,bot_3,0.2,717
818245675,bot_3,0.25,535
818245675,bot_3,0.3,775
818245675,bot_3,0.35,729
818245675,bot_3,0.4,679
818245675,bot_3,0.45,679
818245675,bot_3,0.5,679
818245675,bot_3,0.6,697
818245675,bot_3,0.8,963
818245675,bot_3,1,891
297064655,bot_3,0.05,70
297064655,bot_3,0.1,70
297064655,bot_3,0.15,70
297064655,bot_3,0.2,70
297064655,bot_3,0.25,1464
297064655,bot_3,0.3,1018
297064655,bot_3,0.35,700
297064655,bot_3,0.4,882
297064655,bot_3,0.45,854
297064655,bot_3,0.5,846
297064655,bot_3,0.6,702
297064655,bot_3,0.8,930
297064655,bot_3,1,920
839949991,bot_3,0.05,331
839949991,bot_3,0.1,373
839949991,bot_3,0.15,469
839949991,bot_3,0.2,377
839949991,bot_3,0.25,377
839949991,bot_3,0.3,377
839949991,bot_3,0.35,377
839949991,bot_3,0.4,425
839949991,bot_3,0.45,1209
839949991,bot_3,0.5,973
839949991,bot_3,0.6,973
839949991,bot_3,0.8,441
839949991,bot_3,1,301
323126291,bot_3,0.05,31
323126291,bot_3,0.1,31
323126291,bot_3,0.15,31
323126291,bot_3,0.2,31
323126291,bot_3,0.25,31
323126291,bot_3,0.3,31
323126291,bot_3,0.35,31
323126291,bot_3,0.4,31
323126291,bot_3,0.45,31
323126291,bot_3,0.5,31
323126291,bot_3,0.6,31
323126291,bot_3,0.8,31
323126291,bot_3,1,541
481345634,bot_3,0.05,824
481345634,bot_3,0.1,694
481345634,bot_3,0.15,494
481345634,bot_3,0.2,1936
481345634,bot_3,0.25,1982
481345634,bot_3,0.3,1932
481345634,bot_3,0.35,2414
481345634,bot_3,0.4,2494
481345634,bot_3,0.45,2826
481345634,bot_3,0.5,2684
481345634,bot_3,0.6,2674
481345634,bot_3,0.8,2608
481345634,bot_3,1,2708
548702950,bot_3,0.05,116
548702950,bot_3,0.1,312
548702950,bot_3,0.15,1430
548702950,bot_3,0.2,294
548702950,bot_3,0.25,1800
548702950,bot_3,0.3,2032
548702950,bot_3,0.35,1870
548702950,bot_3,0.4,1800
548702950,bot_3,0.45,1880
548702950,bot_3,0.5,1788
548702950,bot_3,0.6,1920
548702950,bot_3,0.8,1974
548702950,bot_3,1,1876
871357810,bot_3,0.05,62
871357810,bot_3,0.1,62
871357810,bot_3,0.15,62
871357810,bot_3,0.2,62
871357810,bot_3,0.25,62
871357810,bot_3,0.3,62
871357810,bot_3,0.35,62
